
=== PEPE ===
2025-02-01 → 👍 747  👎 570  📊 1317  👍比: 56.72%  👎比: 43.28%  多數: up | 真實: up ✅
2021-10-22 → 👍 359  👎 344  📊 703  👍比: 51.07%  👎比: 48.93%  多數: up | 真實: down ❌
2021-10-23 → 👍 473  👎 370  📊 843  👍比: 56.11%  👎比: 43.89%  多數: up | 真實: down ❌
2021-10-24 → 👍 3625  👎 4592  📊 8217  👍比: 44.12%  👎比: 55.88%  多數: down | 真實: up ❌
2021-10-25 → 👍 408  👎 569  📊 977  👍比: 41.76%  👎比: 58.24%  多數: down | 真實: down ✅
2021-10-26 → 👍 396  👎 331  📊 727  👍比: 54.47%  👎比: 45.53%  多數: up | 真實: up ✅
2021-10-27 → 👍 5804  👎 4817  📊 10621  👍比: 54.65%  👎比: 45.35%  多數: up | 真實: up ✅
2021-10-28 → 👍 6390  👎 5367  📊 11757  👍比: 54.35%  👎比: 45.65%  多數: up | 真實: up ✅
2021-10-29 → 👍 1387  👎 1103  📊 2490  👍比: 55.70%  👎比: 44.30%  多數: up | 真實: up ✅
2021-10-30 → 👍 42  👎 40  📊 82  👍比: 51.22%  👎比: 48.78%  多數: up | 真實: down ❌
2021-10-31 → 👍 326  👎 447  📊 773  👍比: 42.17%  👎比: 57.83%  多數: down | 真實: up ❌
2021-11-01 → 👍 3060  👎 2540  📊 5600  👍比: 54.64%  👎比: 45.36%  多數: up | 真實: up ✅
2021-11-02 → 👍 1828  👎 1465  📊 3293  👍比: 55.51%  👎比: 44.49%  多數: up | 真實: up ✅
2021-11-03 → 👍 886  👎 670  📊 1556  👍比: 56.94%  👎比: 43.06%  多數: up | 真實: up ✅
2021-11-04 → 👍 17  👎 28  📊 45  👍比: 37.78%  👎比: 62.22%  多數: down | 真實: down ✅
2021-11-05 → 👍 617  👎 510  📊 1127  👍比: 54.75%  👎比: 45.25%  多數: up | 真實: down ❌
2021-11-06 → 👍 1422  👎 1135  📊 2557  👍比: 55.61%  👎比: 44.39%  多數: up | 真實: down ❌
2021-11-07 → 👍 409  👎 381  📊 790  👍比: 51.77%  👎比: 48.23%  多數: up | 真實: down ❌
2021-11-08 → 👍 603  👎 457  📊 1060  👍比: 56.89%  👎比: 43.11%  多數: up | 真實: down ❌
2021-11-09 → 👍 1470  👎 1319  📊 2789  👍比: 52.71%  👎比: 47.29%  多數: up | 真實: up ✅
2021-11-10 → 👍 444  👎 411  📊 855  👍比: 51.93%  👎比: 48.07%  多數: up | 真實: down ❌
2021-11-11 → 👍 632  👎 781  📊 1413  👍比: 44.73%  👎比: 55.27%  多數: down | 真實: up ❌
2021-11-12 → 👍 116  👎 176  📊 292  👍比: 39.73%  👎比: 60.27%  多數: down | 真實: down ✅
2021-11-13 → 👍 771  👎 641  📊 1412  👍比: 54.60%  👎比: 45.40%  多數: up | 真實: down ❌
2021-11-14 → 👍 226  👎 191  📊 417  👍比: 54.20%  👎比: 45.80%  多數: up | 真實: down ❌
2021-11-15 → 👍 678  👎 596  📊 1274  👍比: 53.22%  👎比: 46.78%  多數: up | 真實: up ✅
2021-11-16 → 👍 128  👎 147  📊 275  👍比: 46.55%  👎比: 53.45%  多數: down | 真實: up ❌
2021-11-17 → 👍 904  👎 646  📊 1550  👍比: 58.32%  👎比: 41.68%  多數: up | 真實: down ❌
2021-11-18 → 👍 10  👎 1  📊 11  👍比: 90.91%  👎比: 9.09%  多數: up | 真實: down ❌
2021-11-19 → 👍 137  👎 109  📊 246  👍比: 55.69%  👎比: 44.31%  多數: up | 真實: up ✅
2021-11-20 → 👍 1  👎 3  📊 4  👍比: 25.00%  👎比: 75.00%  多數: down | 真實: up ❌
2021-11-21 → 👍 205  👎 171  📊 376  👍比: 54.52%  👎比: 45.48%  多數: up | 真實: up ✅
2021-11-22 → 👍 2  👎 5  📊 7  👍比: 28.57%  👎比: 71.43%  多數: down | 真實: up ❌
2021-11-23 → 👍 185  👎 224  📊 409  👍比: 45.23%  👎比: 54.77%  多數: down | 真實: up ❌
2021-11-24 → 👍 375  👎 291  📊 666  👍比: 56.31%  👎比: 43.69%  多數: up | 真實: down ❌
2021-11-25 → 👍 247  👎 274  📊 521  👍比: 47.41%  👎比: 52.59%  多數: down | 真實: up ❌
2021-11-26 → 👍 353  👎 269  📊 622  👍比: 56.75%  👎比: 43.25%  多數: up | 真實: up ✅
2021-11-27 → 👍 19  👎 23  📊 42  👍比: 45.24%  👎比: 54.76%  多數: down | 真實: down ✅
2021-11-28 → 👍 1519  👎 1181  📊 2700  👍比: 56.26%  👎比: 43.74%  多數: up | 真實: down ❌
2021-11-29 → 👍 54  👎 43  📊 97  👍比: 55.67%  👎比: 44.33%  多數: up | 真實: up ✅
2021-11-30 → 👍 560  👎 431  📊 991  👍比: 56.51%  👎比: 43.49%  多數: up | 真實: up ✅
2021-12-01 → 👍 145  👎 80  📊 225  👍比: 64.44%  👎比: 35.56%  多數: up | 真實: up ✅
2021-12-02 → 👍 637  👎 924  📊 1561  👍比: 40.81%  👎比: 59.19%  多數: down | 真實: up ❌
2021-12-03 → 👍 1408  👎 1133  📊 2541  👍比: 55.41%  👎比: 44.59%  多數: up | 真實: up ✅
2021-12-04 → 👍 156  👎 100  📊 256  👍比: 60.94%  👎比: 39.06%  多數: up | 真實: down ❌
2021-12-05 → 👍 335  👎 256  📊 591  👍比: 56.68%  👎比: 43.32%  多數: up | 真實: up ✅
2021-12-06 → 👍 118  👎 102  📊 220  👍比: 53.64%  👎比: 46.36%  多數: up | 真實: up ✅
2021-12-07 → 👍 96  👎 91  📊 187  👍比: 51.34%  👎比: 48.66%  多數: up | 真實: up ✅
2021-12-08 → 👍 70  👎 72  📊 142  👍比: 49.30%  👎比: 50.70%  多數: down | 真實: up ❌
2021-12-09 → 👍 52  👎 63  📊 115  👍比: 45.22%  👎比: 54.78%  多數: down | 真實: down ✅
2021-12-10 → 👍 53  👎 36  📊 89  👍比: 59.55%  👎比: 40.45%  多數: up | 真實: up ✅
2021-12-11 → 👍 61  👎 85  📊 146  👍比: 41.78%  👎比: 58.22%  多數: down | 真實: up ❌
2021-12-12 → 👍 60  👎 39  📊 99  👍比: 60.61%  👎比: 39.39%  多數: up | 真實: down ❌
2021-12-13 → 👍 91  👎 142  📊 233  👍比: 39.06%  👎比: 60.94%  多數: down | 真實: down ✅
2021-12-14 → 👍 75  👎 83  📊 158  👍比: 47.47%  👎比: 52.53%  多數: down | 真實: down ✅
2021-12-15 → 👍 94  👎 57  📊 151  👍比: 62.25%  👎比: 37.75%  多數: up | 真實: up ✅
2021-12-16 → 👍 92  👎 113  📊 205  👍比: 44.88%  👎比: 55.12%  多數: down | 真實: down ✅
2021-12-17 → 👍 78  👎 78  📊 156  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2021-12-18 → 👍 40  👎 28  📊 68  👍比: 58.82%  👎比: 41.18%  多數: up | 真實: down ❌
2021-12-19 → 👍 135  👎 113  📊 248  👍比: 54.44%  👎比: 45.56%  多數: up | 真實: up ✅
2021-12-20 → 👍 251  👎 222  📊 473  👍比: 53.07%  👎比: 46.93%  多數: up | 真實: up ✅
2021-12-21 → 👍 269  👎 236  📊 505  👍比: 53.27%  👎比: 46.73%  多數: up | 真實: down ❌
2021-12-22 → 👍 85  👎 64  📊 149  👍比: 57.05%  👎比: 42.95%  多數: up | 真實: down ❌
2021-12-23 → 👍 419  👎 329  📊 748  👍比: 56.02%  👎比: 43.98%  多數: up | 真實: down ❌
2021-12-24 → 👍 188  👎 169  📊 357  👍比: 52.66%  👎比: 47.34%  多數: up | 真實: down ❌
2021-12-25 → 👍 428  👎 321  📊 749  👍比: 57.14%  👎比: 42.86%  多數: up | 真實: up ✅
2021-12-26 → 👍 40  👎 43  📊 83  👍比: 48.19%  👎比: 51.81%  多數: down | 真實: down ✅
2021-12-27 → 👍 8  👎 6  📊 14  👍比: 57.14%  👎比: 42.86%  多數: up | 真實: down ❌
2021-12-28 → 👍 124  👎 73  📊 197  👍比: 62.94%  👎比: 37.06%  多數: up | 真實: up ✅
2021-12-29 → 👍 350  👎 273  📊 623  👍比: 56.18%  👎比: 43.82%  多數: up | 真實: down ❌
2021-12-30 → 👍 32  👎 28  📊 60  👍比: 53.33%  👎比: 46.67%  多數: up | 真實: up ✅
2021-12-31 → 👍 99  👎 106  📊 205  👍比: 48.29%  👎比: 51.71%  多數: down | 真實: down ✅
2022-01-01 → 👍 10  👎 14  📊 24  👍比: 41.67%  👎比: 58.33%  多數: down | 真實: down ✅
2022-01-02 → 👍 220  👎 204  📊 424  👍比: 51.89%  👎比: 48.11%  多數: up | 真實: down ❌
2022-01-03 → 👍 16  👎 9  📊 25  👍比: 64.00%  👎比: 36.00%  多數: up | 真實: up ✅
2022-01-04 → 👍 332  👎 434  📊 766  👍比: 43.34%  👎比: 56.66%  多數: down | 真實: down ✅
2022-01-05 → 👍 243  👎 186  📊 429  👍比: 56.64%  👎比: 43.36%  多數: up | 真實: up ✅
2022-01-06 → 👍 11  👎 3  📊 14  👍比: 78.57%  👎比: 21.43%  多數: up | 真實: down ❌
2022-01-07 → 👍 186  👎 158  📊 344  👍比: 54.07%  👎比: 45.93%  多數: up | 真實: up ✅
2022-01-08 → 👍 151  👎 135  📊 286  👍比: 52.80%  👎比: 47.20%  多數: up | 真實: down ❌
2022-01-09 → 👍 136  👎 109  📊 245  👍比: 55.51%  👎比: 44.49%  多數: up | 真實: up ✅
2022-01-10 → 👍 738  👎 571  📊 1309  👍比: 56.38%  👎比: 43.62%  多數: up | 真實: up ✅
2022-01-11 → 👍 286  👎 241  📊 527  👍比: 54.27%  👎比: 45.73%  多數: up | 真實: down ❌
2022-01-12 → 👍 283  👎 224  📊 507  👍比: 55.82%  👎比: 44.18%  多數: up | 真實: up ✅
2022-01-13 → 👍 202  👎 162  📊 364  👍比: 55.49%  👎比: 44.51%  多數: up | 真實: up ✅
2022-01-14 → 👍 16  👎 15  📊 31  👍比: 51.61%  👎比: 48.39%  多數: up | 真實: up ✅
2022-01-15 → 👍 39  👎 44  📊 83  👍比: 46.99%  👎比: 53.01%  多數: down | 真實: up ❌
2022-01-16 → 👍 624  👎 522  📊 1146  👍比: 54.45%  👎比: 45.55%  多數: up | 真實: up ✅
2022-01-17 → 👍 40  👎 34  📊 74  👍比: 54.05%  👎比: 45.95%  多數: up | 真實: down ❌
2022-01-18 → 👍 127  👎 115  📊 242  👍比: 52.48%  👎比: 47.52%  多數: up | 真實: up ✅
2022-01-19 → 👍 254  👎 249  📊 503  👍比: 50.50%  👎比: 49.50%  多數: up | 真實: down ❌
2022-01-20 → 👍 413  👎 306  📊 719  👍比: 57.44%  👎比: 42.56%  多數: up | 真實: down ❌
2022-01-21 → 👍 342  👎 241  📊 583  👍比: 58.66%  👎比: 41.34%  多數: up | 真實: up ✅
2022-01-22 → 👍 244  👎 422  📊 666  👍比: 36.64%  👎比: 63.36%  多數: down | 真實: down ✅
2022-01-23 → 👍 466  👎 380  📊 846  👍比: 55.08%  👎比: 44.92%  多數: up | 真實: down ❌
2022-01-24 → 👍 38  👎 20  📊 58  👍比: 65.52%  👎比: 34.48%  多數: up | 真實: up ✅
2022-01-25 → 👍 1970  👎 1717  📊 3687  👍比: 53.43%  👎比: 46.57%  多數: up | 真實: up ✅
2022-01-26 → 👍 120  👎 127  📊 247  👍比: 48.58%  👎比: 51.42%  多數: down | 真實: up ❌
2022-01-27 → 👍 50  👎 45  📊 95  👍比: 52.63%  👎比: 47.37%  多數: up | 真實: down ❌
2022-01-28 → 👍 74  👎 115  📊 189  👍比: 39.15%  👎比: 60.85%  多數: down | 真實: up ❌
2022-01-29 → 👍 71  👎 115  📊 186  👍比: 38.17%  👎比: 61.83%  多數: down | 真實: up ❌
2022-01-30 → 👍 34  👎 15  📊 49  👍比: 69.39%  👎比: 30.61%  多數: up | 真實: down ❌
2022-01-31 → 👍 141  👎 96  📊 237  👍比: 59.49%  👎比: 40.51%  多數: up | 真實: down ❌
2022-02-01 → 👍 35  👎 48  📊 83  👍比: 42.17%  👎比: 57.83%  多數: down | 真實: up ❌
2022-02-02 → 👍 180  👎 213  📊 393  👍比: 45.80%  👎比: 54.20%  多數: down | 真實: down ✅
2022-02-03 → 👍 21  👎 24  📊 45  👍比: 46.67%  👎比: 53.33%  多數: down | 真實: up ❌
2022-02-04 → 👍 125  👎 99  📊 224  👍比: 55.80%  👎比: 44.20%  多數: up | 真實: up ✅
2022-02-05 → 👍 110  👎 85  📊 195  👍比: 56.41%  👎比: 43.59%  多數: up | 真實: up ✅
2022-02-06 → 👍 58  👎 47  📊 105  👍比: 55.24%  👎比: 44.76%  多數: up | 真實: down ❌
2022-02-07 → 👍 120  👎 85  📊 205  👍比: 58.54%  👎比: 41.46%  多數: up | 真實: up ✅
2022-02-08 → 👍 44  👎 66  📊 110  👍比: 40.00%  👎比: 60.00%  多數: down | 真實: down ✅
2022-02-09 → 👍 21  👎 17  📊 38  👍比: 55.26%  👎比: 44.74%  多數: up | 真實: up ✅
2022-02-10 → 👍 76  👎 68  📊 144  👍比: 52.78%  👎比: 47.22%  多數: up | 真實: up ✅
2022-02-11 → 👍 51  👎 45  📊 96  👍比: 53.12%  👎比: 46.88%  多數: up | 真實: up ✅
2022-02-12 → 👍 37  👎 29  📊 66  👍比: 56.06%  👎比: 43.94%  多數: up | 真實: up ✅
2022-02-13 → 👍 1575  👎 1305  📊 2880  👍比: 54.69%  👎比: 45.31%  多數: up | 真實: down ❌
2022-02-14 → 👍 17  👎 23  📊 40  👍比: 42.50%  👎比: 57.50%  多數: down | 真實: down ✅
2022-02-15 → 👍 547  👎 473  📊 1020  👍比: 53.63%  👎比: 46.37%  多數: up | 真實: up ✅
2022-02-16 → 👍 98  👎 92  📊 190  👍比: 51.58%  👎比: 48.42%  多數: up | 真實: down ❌
2022-02-17 → 👍 597  👎 486  📊 1083  👍比: 55.12%  👎比: 44.88%  多數: up | 真實: down ❌
2022-02-18 → 👍 281  👎 225  📊 506  👍比: 55.53%  👎比: 44.47%  多數: up | 真實: up ✅
2022-02-19 → 👍 242  👎 185  📊 427  👍比: 56.67%  👎比: 43.33%  多數: up | 真實: up ✅
2022-02-20 → 👍 174  👎 154  📊 328  👍比: 53.05%  👎比: 46.95%  多數: up | 真實: up ✅
2022-02-21 → 👍 30  👎 37  📊 67  👍比: 44.78%  👎比: 55.22%  多數: down | 真實: up ❌
2022-02-22 → 👍 207  👎 126  📊 333  👍比: 62.16%  👎比: 37.84%  多數: up | 真實: down ❌
2022-02-23 → 👍 114  👎 83  📊 197  👍比: 57.87%  👎比: 42.13%  多數: up | 真實: down ❌
2022-02-24 → 👍 711  👎 578  📊 1289  👍比: 55.16%  👎比: 44.84%  多數: up | 真實: down ❌
2022-02-25 → 👍 325  👎 264  📊 589  👍比: 55.18%  👎比: 44.82%  多數: up | 真實: down ❌
2022-02-26 → 👍 224  👎 216  📊 440  👍比: 50.91%  👎比: 49.09%  多數: up | 真實: up ✅
2022-02-27 → 👍 45  👎 44  📊 89  👍比: 50.56%  👎比: 49.44%  多數: up | 真實: down ❌
2022-02-28 → 👍 334  👎 287  📊 621  👍比: 53.78%  👎比: 46.22%  多數: up | 真實: down ❌
2022-03-01 → 👍 117  👎 135  📊 252  👍比: 46.43%  👎比: 53.57%  多數: down | 真實: down ✅
2022-03-02 → 👍 255  👎 256  📊 511  👍比: 49.90%  👎比: 50.10%  多數: down | 真實: up ❌
2022-03-03 → 👍 7  👎 3  📊 10  👍比: 70.00%  👎比: 30.00%  多數: up | 真實: up ✅
2022-03-04 → 👍 192  👎 123  📊 315  👍比: 60.95%  👎比: 39.05%  多數: up | 真實: up ✅
2022-03-05 → 👍 21  👎 34  📊 55  👍比: 38.18%  👎比: 61.82%  多數: down | 真實: up ❌
2022-03-06 → 👍 74  👎 70  📊 144  👍比: 51.39%  👎比: 48.61%  多數: up | 真實: up ✅
2022-03-07 → 👍 72  👎 65  📊 137  👍比: 52.55%  👎比: 47.45%  多數: up | 真實: up ✅
2022-03-08 → 👍 103  👎 88  📊 191  👍比: 53.93%  👎比: 46.07%  多數: up | 真實: down ❌
2022-03-09 → 👍 124  👎 199  📊 323  👍比: 38.39%  👎比: 61.61%  多數: down | 真實: up ❌
2022-03-10 → 👍 43  👎 27  📊 70  👍比: 61.43%  👎比: 38.57%  多數: up | 真實: up ✅
2022-03-11 → 👍 218  👎 167  📊 385  👍比: 56.62%  👎比: 43.38%  多數: up | 真實: up ✅
2022-03-13 → 👍 83  👎 84  📊 167  👍比: 49.70%  👎比: 50.30%  多數: down | 真實: up ❌
2022-03-14 → 👍 108  👎 88  📊 196  👍比: 55.10%  👎比: 44.90%  多數: up | 真實: down ❌
2022-03-15 → 👍 172  👎 140  📊 312  👍比: 55.13%  👎比: 44.87%  多數: up | 真實: down ❌
2022-03-16 → 👍 164  👎 116  📊 280  👍比: 58.57%  👎比: 41.43%  多數: up | 真實: up ✅
2022-03-17 → 👍 158  👎 96  📊 254  👍比: 62.20%  👎比: 37.80%  多數: up | 真實: down ❌
2022-03-18 → 👍 103  👎 73  📊 176  👍比: 58.52%  👎比: 41.48%  多數: up | 真實: down ❌
2022-03-19 → 👍 230  👎 221  📊 451  👍比: 51.00%  👎比: 49.00%  多數: up | 真實: down ❌
2022-03-20 → 👍 172  👎 146  📊 318  👍比: 54.09%  👎比: 45.91%  多數: up | 真實: down ❌
2022-03-21 → 👍 126  👎 216  📊 342  👍比: 36.84%  👎比: 63.16%  多數: down | 真實: up ❌
2022-03-22 → 👍 12  👎 5  📊 17  👍比: 70.59%  👎比: 29.41%  多數: up | 真實: down ❌
2022-03-23 → 👍 22  👎 17  📊 39  👍比: 56.41%  👎比: 43.59%  多數: up | 真實: down ❌
2022-03-24 → 👍 763  👎 641  📊 1404  👍比: 54.34%  👎比: 45.66%  多數: up | 真實: down ❌
2022-03-25 → 👍 150  👎 226  📊 376  👍比: 39.89%  👎比: 60.11%  多數: down | 真實: down ✅
2022-03-26 → 👍 12  👎 8  📊 20  👍比: 60.00%  👎比: 40.00%  多數: up | 真實: down ❌
2022-03-27 → 👍 276  👎 290  📊 566  👍比: 48.76%  👎比: 51.24%  多數: down | 真實: up ❌
2022-03-28 → 👍 37  👎 38  📊 75  👍比: 49.33%  👎比: 50.67%  多數: down | 真實: down ✅
2022-03-29 → 👍 168  👎 165  📊 333  👍比: 50.45%  👎比: 49.55%  多數: up | 真實: down ❌
2022-03-30 → 👍 150  👎 140  📊 290  👍比: 51.72%  👎比: 48.28%  多數: up | 真實: up ✅
2022-03-31 → 👍 206  👎 311  📊 517  👍比: 39.85%  👎比: 60.15%  多數: down | 真實: down ✅
2022-04-01 → 👍 4  👎 7  📊 11  👍比: 36.36%  👎比: 63.64%  多數: down | 真實: down ✅
2022-04-02 → 👍 28  👎 21  📊 49  👍比: 57.14%  👎比: 42.86%  多數: up | 真實: down ❌
2022-04-03 → 👍 655  👎 522  📊 1177  👍比: 55.65%  👎比: 44.35%  多數: up | 真實: up ✅
2022-04-04 → 👍 81  👎 59  📊 140  👍比: 57.86%  👎比: 42.14%  多數: up | 真實: down ❌
2022-04-05 → 👍 2988  👎 2411  📊 5399  👍比: 55.34%  👎比: 44.66%  多數: up | 真實: down ❌
2022-04-06 → 👍 173  👎 135  📊 308  👍比: 56.17%  👎比: 43.83%  多數: up | 真實: down ❌
2022-04-07 → 👍 182  👎 158  📊 340  👍比: 53.53%  👎比: 46.47%  多數: up | 真實: up ✅
2022-04-08 → 👍 72  👎 85  📊 157  👍比: 45.86%  👎比: 54.14%  多數: down | 真實: down ✅
2022-04-09 → 👍 193  👎 153  📊 346  👍比: 55.78%  👎比: 44.22%  多數: up | 真實: down ❌
2022-04-10 → 👍 420  👎 365  📊 785  👍比: 53.50%  👎比: 46.50%  多數: up | 真實: up ✅
2022-04-11 → 👍 307  👎 270  📊 577  👍比: 53.21%  👎比: 46.79%  多數: up | 真實: up ✅
2022-04-12 → 👍 256  👎 223  📊 479  👍比: 53.44%  👎比: 46.56%  多數: up | 真實: up ✅
2022-04-13 → 👍 289  👎 272  📊 561  👍比: 51.52%  👎比: 48.48%  多數: up | 真實: up ✅
2022-04-14 → 👍 596  👎 470  📊 1066  👍比: 55.91%  👎比: 44.09%  多數: up | 真實: up ✅
2022-04-15 → 👍 2  👎 3  📊 5  👍比: 40.00%  👎比: 60.00%  多數: down | 真實: down ✅
2022-04-16 → 👍 366  👎 287  📊 653  👍比: 56.05%  👎比: 43.95%  多數: up | 真實: up ✅
2022-04-17 → 👍 776  👎 646  📊 1422  👍比: 54.57%  👎比: 45.43%  多數: up | 真實: down ❌
2022-04-18 → 👍 1187  👎 1012  📊 2199  👍比: 53.98%  👎比: 46.02%  多數: up | 真實: down ❌
2022-04-19 → 👍 640  👎 546  📊 1186  👍比: 53.96%  👎比: 46.04%  多數: up | 真實: down ❌
2022-04-20 → 👍 898  👎 726  📊 1624  👍比: 55.30%  👎比: 44.70%  多數: up | 真實: down ❌
2022-04-21 → 👍 236  👎 182  📊 418  👍比: 56.46%  👎比: 43.54%  多數: up | 真實: down ❌
